id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
490733,BBB,2013B,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
492336,BBB,2013B,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
493377,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Withdrawn
494840,BBB,2013B,F,London Region,A Level or Equivalent,50-60%,35-55,1,240,N,Withdrawn
494927,BBB,2013B,F,Scotland,HE Qualification,20-30%,0-35,1,120,N,Withdrawn
495324,BBB,2013B,F,East Anglian Region,A Level or Equivalent,10-20,35-55,1,135,N,Withdrawn
495377,BBB,2013B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn
495875,BBB,2013B,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
495913,BBB,2013B,F,Wales,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn
497278,BBB,2013B,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn
498371,BBB,2013B,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
500507,BBB,2013B,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
500585,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,240,Y,Withdrawn
500659,BBB,2013B,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn
500719,BBB,2013B,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
501008,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,180,N,Withdrawn
502131,BBB,2013B,F,Scotland,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn
502279,BBB,2013B,F,West Midlands Region,HE Qualification,60-70%,0-35,1,180,N,Withdrawn
503353,BBB,2013B,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,210,N,Withdrawn
503878,BBB,2013B,F,South West Region,Lower Than A Level,50-60%,0-35,0,180,Y,Withdrawn
504021,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
504689,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
505123,BBB,2013B,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
505417,BBB,2013B,F,South East Region,A Level or Equivalent,50-60%,0-35,1,120,Y,Withdrawn
505499,BBB,2013B,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
505592,BBB,2013B,F,North Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn
505595,BBB,2013B,F,London Region,Lower Than A Level,10-20,0-35,1,210,Y,Withdrawn
506650,BBB,2013B,F,South West Region,A Level or Equivalent,80-90%,35-55,0,150,N,Withdrawn
507184,BBB,2013B,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
507221,BBB,2013B,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
507303,BBB,2013B,F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
507320,BBB,2013B,M,North Western Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn
507485,BBB,2013B,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
507685,BBB,2013B,F,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
508103,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,240,N,Withdrawn
509130,BBB,2013B,F,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
509295,BBB,2013B,F,South West Region,Lower Than A Level,0-10%,35-55,1,180,N,Withdrawn
509334,BBB,2013B,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
510141,BBB,2013B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn
511652,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,240,N,Withdrawn
512883,BBB,2013B,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
512924,BBB,2013B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,240,N,Withdrawn
513016,BBB,2013B,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
513196,BBB,2013B,F,London Region,Lower Than A Level,10-20,35-55,1,180,N,Withdrawn
513210,BBB,2013B,F,London Region,Lower Than A Level,30-40%,35-55,1,120,Y,Withdrawn
513368,BBB,2013B,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
513881,BBB,2013B,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
514365,BBB,2013B,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
514819,BBB,2013B,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
514951,BBB,2013B,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn
515174,BBB,2013B,M,London Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn
517701,BBB,2013B,F,Wales,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn
519647,BBB,2013B,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
520049,BBB,2013B,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
520230,BBB,2013B,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
520749,BBB,2013B,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,Y,Withdrawn
523156,BBB,2013B,F,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
523789,BBB,2013B,F,London Region,A Level or Equivalent,20-30%,0-35,1,240,N,Withdrawn
524101,BBB,2013B,F,North Region,Lower Than A Level,50-60%,35-55,1,120,N,Withdrawn
524496,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
524769,BBB,2013B,F,South West Region,Lower Than A Level,30-40%,0-35,1,150,Y,Withdrawn
524968,BBB,2013B,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
525543,BBB,2013B,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
525942,BBB,2013B,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
526506,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,240,N,Withdrawn
527343,BBB,2013B,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
527382,BBB,2013B,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
528175,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn
528220,BBB,2013B,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,1,180,N,Withdrawn
528270,BBB,2013B,F,South West Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
528918,BBB,2013B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,1,120,N,Withdrawn
529118,BBB,2013B,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,1,120,Y,Withdrawn
529767,BBB,2013B,F,West Midlands Region,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn
530215,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn
530245,BBB,2013B,F,West Midlands Region,A Level or Equivalent,10-20,35-55,1,120,N,Withdrawn
530398,BBB,2013B,F,East Anglian Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn
530483,BBB,2013B,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
531000,BBB,2013B,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
531205,BBB,2013B,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
531235,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
531428,BBB,2013B,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn
531481,BBB,2013B,F,London Region,A Level or Equivalent,80-90%,35-55,1,180,N,Withdrawn
531689,BBB,2013B,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
532000,BBB,2013B,F,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn
532142,BBB,2013B,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,1,120,N,Withdrawn
532396,BBB,2013B,F,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
532512,BBB,2013B,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
532742,BBB,2013B,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
532839,BBB,2013B,F,North Region,HE Qualification,,0-35,0,60,N,Withdrawn
532928,BBB,2013B,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
533512,BBB,2013B,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
533697,BBB,2013B,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
533737,BBB,2013B,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn
533996,BBB,2013B,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
534151,BBB,2013B,F,North Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
534217,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
534426,BBB,2013B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
534671,BBB,2013B,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn
534713,BBB,2013B,F,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
534758,BBB,2013B,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
534830,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
534922,BBB,2013B,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
535152,BBB,2013B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
535155,BBB,2013B,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
535269,BBB,2013B,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
535272,BBB,2013B,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn
535303,BBB,2013B,F,London Region,No Formal quals,60-70%,0-35,0,60,N,Withdrawn
535396,BBB,2013B,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
535526,BBB,2013B,F,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
535558,BBB,2013B,F,South Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn
536203,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
536270,BBB,2013B,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
536442,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
536471,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
536510,BBB,2013B,F,South Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
536519,BBB,2013B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
536520,BBB,2013B,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
536670,BBB,2013B,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
537263,BBB,2013B,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
537320,BBB,2013B,F,London Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn
537392,BBB,2013B,F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
538138,BBB,2013B,F,North Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
538196,BBB,2013B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
538232,BBB,2013B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
539041,BBB,2013B,F,Wales,A Level or Equivalent,70-80%,0-35,1,120,N,Withdrawn
539232,BBB,2013B,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
539426,BBB,2013B,F,London Region,No Formal quals,20-30%,35-55,0,60,N,Withdrawn
539891,BBB,2013B,F,Wales,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn
540122,BBB,2013B,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
540568,BBB,2013B,M,North Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
540594,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
540767,BBB,2013B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
540787,BBB,2013B,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
540918,BBB,2013B,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
540953,BBB,2013B,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
541061,BBB,2013B,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
541196,BBB,2013B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
541573,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
541709,BBB,2013B,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
541727,BBB,2013B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
541838,BBB,2013B,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
541985,BBB,2013B,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
542010,BBB,2013B,M,Wales,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn
542081,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
542172,BBB,2013B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
542259,BBB,2013B,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
542396,BBB,2013B,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
542562,BBB,2013B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,150,Y,Withdrawn
542602,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
542760,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
543199,BBB,2013B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
543365,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
543408,BBB,2013B,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
543533,BBB,2013B,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
543896,BBB,2013B,F,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
543926,BBB,2013B,F,London Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
544435,BBB,2013B,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
544444,BBB,2013B,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
544491,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
544627,BBB,2013B,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
544686,BBB,2013B,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
544796,BBB,2013B,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
545001,BBB,2013B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
545219,BBB,2013B,F,North Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
545223,BBB,2013B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
545337,BBB,2013B,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
545376,BBB,2013B,M,South East Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn
545480,BBB,2013B,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
545514,BBB,2013B,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
545521,BBB,2013B,M,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn
545725,BBB,2013B,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Withdrawn
545799,BBB,2013B,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
545896,BBB,2013B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
545927,BBB,2013B,M,South East Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn
546015,BBB,2013B,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
546136,BBB,2013B,F,London Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn
546333,BBB,2013B,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn
546786,BBB,2013B,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
546892,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
546941,BBB,2013B,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
546947,BBB,2013B,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
547052,BBB,2013B,F,London Region,A Level or Equivalent,0-10%,0-35,0,150,N,Withdrawn
547267,BBB,2013B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
547303,BBB,2013B,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
547472,BBB,2013B,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
547755,BBB,2013B,F,Wales,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
547855,BBB,2013B,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
548106,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
548321,BBB,2013B,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
548355,BBB,2013B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
548488,BBB,2013B,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn
548585,BBB,2013B,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
548642,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
548800,BBB,2013B,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
548831,BBB,2013B,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
548881,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
548900,BBB,2013B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
548990,BBB,2013B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
549009,BBB,2013B,F,London Region,No Formal quals,10-20,0-35,0,60,N,Withdrawn
549143,BBB,2013B,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
549352,BBB,2013B,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
549512,BBB,2013B,F,North Western Region,Lower Than A Level,60-70%,35-55,0,150,N,Withdrawn
549563,BBB,2013B,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
549590,BBB,2013B,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
549622,BBB,2013B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn
549713,BBB,2013B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn
549873,BBB,2013B,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
550051,BBB,2013B,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
550106,BBB,2013B,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
550208,BBB,2013B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
550278,BBB,2013B,F,North Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
550676,BBB,2013B,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
550777,BBB,2013B,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,90,N,Withdrawn
550842,BBB,2013B,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
550867,BBB,2013B,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
550960,BBB,2013B,F,Ireland,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn
551053,BBB,2013B,F,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Withdrawn
551172,BBB,2013B,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn
551601,BBB,2013B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
551655,BBB,2013B,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
551702,BBB,2013B,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
551724,BBB,2013B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
551762,BBB,2013B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
551891,BBB,2013B,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
551906,BBB,2013B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
552025,BBB,2013B,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
552056,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
552069,BBB,2013B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
552222,BBB,2013B,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
552420,BBB,2013B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
552640,BBB,2013B,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
552719,BBB,2013B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
552939,BBB,2013B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
553520,BBB,2013B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
553526,BBB,2013B,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
553807,BBB,2013B,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn
553938,BBB,2013B,F,East Anglian Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn
554203,BBB,2013B,F,London Region,No Formal quals,60-70%,0-35,0,60,N,Withdrawn
554249,BBB,2013B,F,North Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn
554290,BBB,2013B,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
554362,BBB,2013B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
554454,BBB,2013B,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Withdrawn
554482,BBB,2013B,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn
554512,BBB,2013B,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
554545,BBB,2013B,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
554637,BBB,2013B,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
554783,BBB,2013B,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
554818,BBB,2013B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
554920,BBB,2013B,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
554930,BBB,2013B,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
555035,BBB,2013B,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
555212,BBB,2013B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
