,id_student,code_module_x,code_presentation,final_result,activity_type,id_site,num_of_prev_attempts,studied_credits,sum
15805,295741,AAA,2013J,Fail,subpage,779652,0,240,47
15604,295060,AAA,2014J,Fail,resource,1010323,0,60,4
28253,593987,AAA,2014J,Fail,resource,877221,0,180,1
5727,139033,AAA,2014J,Fail,oucontent,877041,0,60,7
26252,481022,AAA,2014J,Fail,subpage,877128,0,180,10
38585,2342426,AAA,2013J,Fail,oucontent,546682,0,60,9
22823,387533,AAA,2014J,Fail,oucontent,877036,0,60,2
5764,139033,AAA,2014J,Fail,subpage,877128,0,60,47
40824,2461190,AAA,2013J,Fail,forumng,546650,0,60,4
27887,581129,AAA,2013J,Fail,oucontent,546681,0,120,1
35868,2084066,AAA,2013J,Fail,oucontent,546691,0,60,5
9310,185439,AAA,2013J,Fail,oucontent,546700,0,120,7
31820,1472925,AAA,2013J,Fail,oucontent,877079,0,60,18
25365,431025,AAA,2014J,Fail,oucontent,877076,0,150,5
27877,581129,AAA,2013J,Fail,forumng,546656,0,120,2
45398,2624961,AAA,2014J,Fail,oucontent,877079,0,60,19
6407,147756,AAA,2013J,Fail,oucontent,877046,0,120,2
33770,1818673,AAA,2014J,Fail,url,877399,0,120,4
13351,268073,AAA,2013J,Fail,oucontent,546738,0,90,27
46645,2669816,AAA,2013J,Fail,oucontent,546686,0,60,7
31238,1401935,AAA,2013J,Fail,forumng,546645,0,60,7
10544,205719,AAA,2013J,Fail,subpage,546879,0,90,12
18463,329659,AAA,2014J,Fail,resource,877158,0,60,1
20959,354170,AAA,2014J,Fail,oucontent,877055,0,60,25
35701,2073016,AAA,2014J,Fail,resource,547013,1,60,3
15988,298034,AAA,2014J,Fail,forumng,877025,0,120,23
27891,581129,AAA,2013J,Fail,oucontent,546705,0,120,1
35642,2073016,AAA,2014J,Fail,forumng,546650,1,60,10
39853,2411661,AAA,2013J,Fail,forumng,546647,0,120,9
39821,2404408,AAA,2014J,Fail,oucontent,877036,0,60,4
22845,387533,AAA,2014J,Fail,oucontent,877074,0,60,35
39872,2411661,AAA,2013J,Fail,oucontent,546688,0,120,1
35891,2084066,AAA,2013J,Fail,resource,547009,0,60,4
41214,2470694,AAA,2014J,Fail,url,877399,1,60,1
43928,2574990,AAA,2014J,Fail,url,877387,0,60,10
10676,227517,AAA,2013J,Fail,oucontent,546723,0,180,9
23290,392756,AAA,2013J,Fail,oucontent,546703,0,120,1
27077,527801,AAA,2014J,Fail,homepage,877030,0,120,185
6361,147756,AAA,2013J,Fail,forumng,877012,0,120,6
7871,165226,AAA,2014J,Fail,resource,877228,0,60,1
40345,2436812,AAA,2014J,Fail,oucontent,877044,0,60,12
6412,147756,AAA,2013J,Fail,oucontent,877056,0,120,2
16022,298034,AAA,2014J,Fail,oucontent,877075,0,120,21
9329,185439,AAA,2013J,Fail,subpage,546879,0,120,20
23269,392756,AAA,2013J,Fail,forumng,546657,0,120,10
20952,354170,AAA,2014J,Fail,oucontent,877038,0,60,21
15531,294655,AAA,2014J,Fail,oucontent,877059,0,60,3
10657,227517,AAA,2013J,Fail,oucontent,546672,0,180,9
39880,2411661,AAA,2013J,Fail,oucontent,546731,0,120,17
28474,606143,AAA,2013J,Fail,oucontent,546686,0,60,1
29739,852847,AAA,2014J,Fail,oucontent,877058,0,60,2
44445,2595841,AAA,2014J,Fail,oucontent,877034,0,60,3
7853,165226,AAA,2014J,Fail,oucontent,877045,0,60,36
27521,564450,AAA,2013J,Fail,subpage,546871,0,120,2
45214,2606802,AAA,2014J,Fail,resource,877152,0,60,2
21539,368824,AAA,2013J,Fail,forumng,546651,0,120,6
38568,2342426,AAA,2013J,Fail,forumng,546654,0,60,38
17274,311659,AAA,2014J,Fail,oucontent,877051,0,120,16
28263,593987,AAA,2014J,Fail,subpage,877129,0,180,2
23534,396655,AAA,2014J,Fail,resource,877229,0,180,2
37017,2164705,AAA,2013J,Fail,oucontent,546670,0,120,1
40556,2456480,AAA,2013J,Fail,homepage,546614,0,120,53
25354,431025,AAA,2014J,Fail,oucontent,877045,0,150,1
40832,2461190,AAA,2013J,Fail,oucollaborate,547067,0,60,1
40236,2429854,AAA,2014J,Fail,oucontent,877043,1,60,7
21182,364177,AAA,2013J,Fail,oucontent,546721,0,60,15
11868,241729,AAA,2013J,Fail,oucontent,546728,0,60,1
43881,2574990,AAA,2014J,Fail,glossary,877028,0,60,8
6445,147756,AAA,2013J,Fail,resource,877211,0,120,3
23494,396599,AAA,2014J,Fail,resource,877237,0,120,7
35313,2045084,AAA,2014J,Fail,url,877386,0,120,1
18449,329659,AAA,2014J,Fail,oucontent,877076,0,60,9
27896,581129,AAA,2013J,Fail,subpage,546879,0,120,24
31842,1472925,AAA,2013J,Fail,url,546900,0,60,1
15812,295741,AAA,2013J,Fail,subpage,779674,0,240,1
15767,295741,AAA,2013J,Fail,resource,779527,0,240,1
16000,298034,AAA,2014J,Fail,oucontent,877040,0,120,24
23465,396599,AAA,2014J,Fail,oucontent,877052,0,120,20
25021,415969,AAA,2014J,Fail,oucontent,546681,1,60,38
37030,2164705,AAA,2013J,Fail,resource,547013,0,120,2
38778,2358056,AAA,2013J,Fail,resource,547007,0,60,1
15562,294655,AAA,2014J,Fail,resource,877156,0,60,4
17267,311659,AAA,2014J,Fail,forumng,877023,0,120,2
39874,2411661,AAA,2013J,Fail,oucontent,546696,0,120,11
26566,494424,AAA,2013J,Fail,oucontent,546732,0,60,2
15736,295741,AAA,2013J,Fail,oucontent,779421,0,240,2
35899,2084066,AAA,2013J,Fail,url,546894,0,60,2
23475,396599,AAA,2014J,Fail,oucontent,877074,0,120,8
31369,1414443,AAA,2013J,Fail,oucontent,546688,0,120,22
11980,243510,AAA,2014J,Fail,forumng,877025,0,60,7
28203,593987,AAA,2014J,Fail,oucontent,877031,0,180,14
28225,593987,AAA,2014J,Fail,oucontent,877061,0,180,56
43964,2576122,AAA,2014J,Fail,homepage,546614,1,60,70
18442,329659,AAA,2014J,Fail,oucontent,877053,0,60,33
35473,2062879,AAA,2013J,Fail,oucontent,546697,0,60,36
10540,205719,AAA,2013J,Fail,subpage,546871,0,90,7
3786,111512,AAA,2014J,Fail,oucontent,877085,0,60,22
35289,2045084,AAA,2014J,Fail,oucontent,877043,0,120,1
25135,420087,AAA,2013J,Fail,resource,546990,0,60,1
13722,277123,AAA,2014J,Fail,oucontent,877086,0,60,9
32482,1620151,AAA,2013J,Fail,resource,546924,0,60,1
21068,357668,AAA,2013J,Fail,oucontent,546670,0,60,5
41210,2470694,AAA,2014J,Fail,url,546883,1,60,3
6318,146188,AAA,2013J,Fail,resource,547017,0,60,3
35892,2084066,AAA,2013J,Fail,resource,547013,0,60,2
7850,165226,AAA,2014J,Fail,oucontent,877040,0,60,90
5750,139033,AAA,2014J,Fail,oucontent,877079,0,60,18
35462,2062879,AAA,2013J,Fail,oucontent,546685,0,60,5
5730,139033,AAA,2014J,Fail,oucontent,877044,0,60,8
20969,354170,AAA,2014J,Fail,oucontent,877081,0,60,1
5763,139033,AAA,2014J,Fail,resource,1010323,0,60,3
20946,354170,AAA,2014J,Fail,forumng,877026,0,60,11
40924,2469673,AAA,2013J,Fail,oucontent,546696,0,60,13
3768,111512,AAA,2014J,Fail,forumng,877012,0,60,12
22817,387533,AAA,2014J,Fail,homepage,877030,0,60,228
25087,418731,AAA,2014J,Fail,resource,877237,0,90,1
31802,1472925,AAA,2013J,Fail,oucontent,546734,0,60,10
25369,431025,AAA,2014J,Fail,oucontent,877082,0,150,6
20964,354170,AAA,2014J,Fail,oucontent,877067,0,60,11
23489,396599,AAA,2014J,Fail,resource,877224,0,120,3
41151,2470694,AAA,2014J,Fail,oucontent,877038,1,60,6
35312,2045084,AAA,2014J,Fail,url,877381,0,120,1
14660,288994,AAA,2014J,Fail,oucontent,877040,0,120,30
7841,165226,AAA,2014J,Fail,forumng,877012,0,60,21
21172,364177,AAA,2013J,Fail,oucontent,546692,0,60,45
31806,1472925,AAA,2013J,Fail,oucontent,877036,0,60,9
31263,1401935,AAA,2013J,Fail,subpage,546879,0,60,12
44448,2595841,AAA,2014J,Fail,oucontent,877038,0,60,4
28215,593987,AAA,2014J,Fail,oucontent,877045,0,180,36
38565,2342426,AAA,2013J,Fail,forumng,546650,0,60,49
40342,2436812,AAA,2014J,Fail,oucontent,877038,0,60,1
25371,431025,AAA,2014J,Fail,oucontent,877085,0,150,16
23453,396599,AAA,2014J,Fail,homepage,877030,0,120,219
25926,468120,AAA,2014J,Fail,oucontent,877079,0,120,10
20589,346843,AAA,2013J,Fail,oucontent,546667,0,120,20
22923,388147,AAA,2014J,Fail,oucontent,877081,0,300,3
6018,141506,AAA,2014J,Fail,url,877399,0,60,7
5732,139033,AAA,2014J,Fail,oucontent,877047,0,60,2
2105,74372,AAA,2013J,Fail,oucontent,546667,0,150,11
40227,2429854,AAA,2014J,Fail,oucontent,546689,1,60,1
22840,387533,AAA,2014J,Fail,oucontent,877067,0,60,6
22862,387533,AAA,2014J,Fail,oucontent,877098,0,60,6
31255,1401935,AAA,2013J,Fail,oucontent,546702,0,60,1
6358,147756,AAA,2013J,Fail,forumng,546652,0,120,14
41158,2470694,AAA,2014J,Fail,oucontent,877070,1,60,3
35437,2062879,AAA,2013J,Fail,forumng,546652,0,60,34
5736,139033,AAA,2014J,Fail,oucontent,877054,0,60,4
19726,341872,AAA,2013J,Fail,url,546883,0,180,3
10670,227517,AAA,2013J,Fail,oucontent,546699,0,180,1
12002,243510,AAA,2014J,Fail,oucontent,877080,0,60,8
38736,2358056,AAA,2013J,Fail,oucontent,546699,0,60,3
38646,2344901,AAA,2013J,Fail,oucontent,546680,0,60,11
25115,420087,AAA,2013J,Fail,oucontent,546682,0,60,2
13719,277123,AAA,2014J,Fail,oucontent,877074,0,60,11
38757,2358056,AAA,2013J,Fail,resource,546921,0,60,1
11878,241729,AAA,2013J,Fail,resource,546911,0,60,1
31383,1414443,AAA,2013J,Fail,oucontent,546714,0,120,36
28478,606143,AAA,2013J,Fail,oucontent,546716,0,60,2
22936,388147,AAA,2014J,Fail,url,877386,0,300,2
13391,268733,AAA,2014J,Fail,oucontent,546681,1,120,9
1844,65002,AAA,2014J,Fail,oucontent,546671,1,60,1
41136,2470694,AAA,2014J,Fail,oucontent,546717,1,60,1
3779,111512,AAA,2014J,Fail,oucontent,877045,0,60,23
35470,2062879,AAA,2013J,Fail,oucontent,546694,0,60,19
21077,357668,AAA,2013J,Fail,resource,546970,0,60,1
45388,2624961,AAA,2014J,Fail,oucontent,877043,0,60,5
23537,396655,AAA,2014J,Fail,resource,877241,0,180,1
40939,2469673,AAA,2013J,Fail,subpage,546876,0,60,19
31759,1472925,AAA,2013J,Fail,forumng,546651,0,60,19
6409,147756,AAA,2013J,Fail,oucontent,877052,0,120,4
3797,111512,AAA,2014J,Fail,subpage,877132,0,60,1
27500,564450,AAA,2013J,Fail,homepage,546614,0,120,63
31362,1414443,AAA,2013J,Fail,oucontent,546681,0,120,18
27093,527801,AAA,2014J,Fail,resource,877142,0,120,4
13337,268073,AAA,2013J,Fail,oucontent,546717,0,90,22
35667,2073016,AAA,2014J,Fail,oucontent,546687,1,60,10
45385,2624961,AAA,2014J,Fail,oucontent,877037,0,60,1
38724,2358056,AAA,2013J,Fail,oucontent,546675,0,60,12
13345,268073,AAA,2013J,Fail,oucontent,546732,0,90,19
45387,2624961,AAA,2014J,Fail,oucontent,877040,0,60,2
23492,396599,AAA,2014J,Fail,resource,877231,0,120,1
21177,364177,AAA,2013J,Fail,oucontent,546707,0,60,33
43885,2574990,AAA,2014J,Fail,oucontent,877033,0,60,5
10645,227517,AAA,2013J,Fail,forumng,546658,0,180,8
37031,2164705,AAA,2013J,Fail,subpage,546871,0,120,2
14040,281250,AAA,2013J,Fail,oucontent,546670,0,60,2
22818,387533,AAA,2014J,Fail,oucontent,877031,0,60,15
44459,2595841,AAA,2014J,Fail,oucontent,877059,0,60,24
20968,354170,AAA,2014J,Fail,oucontent,877079,0,60,43
41109,2470694,AAA,2014J,Fail,oucontent,546669,1,60,7
21186,364177,AAA,2013J,Fail,oucontent,546733,0,60,19
22841,387533,AAA,2014J,Fail,oucontent,877070,0,60,2
10668,227517,AAA,2013J,Fail,oucontent,546694,0,180,5
40555,2456480,AAA,2013J,Fail,forumng,546658,0,120,1
38566,2342426,AAA,2013J,Fail,forumng,546651,0,60,12
20594,346843,AAA,2013J,Fail,oucontent,546719,0,120,7
38753,2358056,AAA,2013J,Fail,oucontent,546737,0,60,27
22815,387533,AAA,2014J,Fail,forumng,877025,0,60,86
11884,241729,AAA,2013J,Fail,resource,547009,0,60,2
39876,2411661,AAA,2013J,Fail,oucontent,546700,0,120,1
28260,593987,AAA,2014J,Fail,resource,877242,0,180,1
16034,298034,AAA,2014J,Fail,oucontent,877094,0,120,37
6400,147756,AAA,2013J,Fail,oucontent,877037,0,120,2
39866,2411661,AAA,2013J,Fail,oucontent,546681,0,120,4
15591,295060,AAA,2014J,Fail,oucontent,877079,0,60,43
41165,2470694,AAA,2014J,Fail,oucontent,877082,1,60,3
15506,294655,AAA,2014J,Fail,forumng,877025,0,60,17
31781,1472925,AAA,2013J,Fail,oucontent,546682,0,60,19
31416,1414443,AAA,2013J,Fail,url,546890,0,120,1
16273,302302,AAA,2013J,Fail,oucontent,546708,0,60,1
5739,139033,AAA,2014J,Fail,oucontent,877059,0,60,8
5722,139033,AAA,2014J,Fail,oucontent,877036,0,60,4
18446,329659,AAA,2014J,Fail,oucontent,877067,0,60,10
23521,396655,AAA,2014J,Fail,oucontent,877066,0,180,7
25005,415969,AAA,2014J,Fail,forumng,546654,1,60,11
6360,147756,AAA,2013J,Fail,forumng,877011,0,120,64
15744,295741,AAA,2013J,Fail,oucontent,779440,0,240,12
35863,2084066,AAA,2013J,Fail,oucontent,546682,0,60,15
39881,2411661,AAA,2013J,Fail,oucontent,546732,0,120,15
37010,2164705,AAA,2013J,Fail,forumng,546654,0,120,15
25014,415969,AAA,2014J,Fail,oucontent,546668,1,60,2
29748,852847,AAA,2014J,Fail,resource,877215,0,60,1
40919,2469673,AAA,2013J,Fail,oucontent,546684,0,60,1
41128,2470694,AAA,2014J,Fail,oucontent,546696,1,60,14
40860,2461190,AAA,2013J,Fail,oucontent,546735,0,60,10
35472,2062879,AAA,2013J,Fail,oucontent,546696,0,60,10
15571,294655,AAA,2014J,Fail,subpage,877134,0,60,1
2110,74372,AAA,2013J,Fail,oucontent,546672,0,150,6
20593,346843,AAA,2013J,Fail,oucontent,546684,0,120,3
38713,2358056,AAA,2013J,Fail,forumng,546657,0,60,5
13358,268073,AAA,2013J,Fail,resource,547011,0,90,1
15588,295060,AAA,2014J,Fail,oucontent,877066,0,60,6
43922,2574990,AAA,2014J,Fail,resource,877241,0,60,1
13346,268073,AAA,2013J,Fail,oucontent,546733,0,90,14
31260,1401935,AAA,2013J,Fail,resource,546986,0,60,1
15525,294655,AAA,2014J,Fail,oucontent,877052,0,60,69
38638,2344901,AAA,2013J,Fail,homepage,546614,0,60,86
28268,593987,AAA,2014J,Fail,url,877396,0,180,1
15543,294655,AAA,2014J,Fail,oucontent,877078,0,60,31
15712,295741,AAA,2013J,Fail,oucontent,546732,0,240,4
18418,329659,AAA,2014J,Fail,forumng,877011,0,60,7
41146,2470694,AAA,2014J,Fail,oucontent,546737,1,60,12
16036,298034,AAA,2014J,Fail,oucontent,877096,0,120,9
40225,2429854,AAA,2014J,Fail,oucontent,546681,1,60,52
23803,398552,AAA,2013J,Fail,oucontent,546705,0,240,1
37413,2207874,AAA,2014J,Fail,oucontent,877043,0,120,3
45220,2606802,AAA,2014J,Fail,subpage,877135,0,60,12
11840,241729,AAA,2013J,Fail,oucontent,546672,0,60,6
14061,281589,AAA,2013J,Fail,oucontent,546668,0,60,2
31808,1472925,AAA,2013J,Fail,oucontent,877040,0,60,25
40369,2436812,AAA,2014J,Fail,resource,877237,0,60,1
38739,2358056,AAA,2013J,Fail,oucontent,546702,0,60,3
27144,537081,AAA,2014J,Fail,homepage,877030,0,120,144
23838,398552,AAA,2013J,Fail,subpage,546876,0,240,37
38785,2358056,AAA,2013J,Fail,resource,547030,0,60,1
3772,111512,AAA,2014J,Fail,glossary,877028,0,60,1
13299,268073,AAA,2013J,Fail,oucontent,546667,0,90,14
27103,527801,AAA,2014J,Fail,subpage,877135,0,120,11
40214,2429854,AAA,2014J,Fail,forumng,546659,1,60,6
9290,185350,AAA,2014J,Fail,resource,877237,0,60,1
13716,277123,AAA,2014J,Fail,oucontent,877066,0,60,3
21167,364177,AAA,2013J,Fail,oucontent,546683,0,60,14
38717,2358056,AAA,2013J,Fail,oucontent,546664,0,60,47
6357,147756,AAA,2013J,Fail,forumng,546645,0,120,13
40240,2429854,AAA,2014J,Fail,oucontent,877066,1,60,2
15749,295741,AAA,2013J,Fail,quiz,779260,0,240,143
31251,1401935,AAA,2013J,Fail,oucontent,546670,0,60,2
37020,2164705,AAA,2013J,Fail,oucontent,546681,0,120,9
10688,227517,AAA,2013J,Fail,resource,547017,0,180,1
16249,302302,AAA,2013J,Fail,dataplus,547048,0,60,1
22834,387533,AAA,2014J,Fail,oucontent,877053,0,60,11
16279,302302,AAA,2013J,Fail,resource,546917,0,60,1
5752,139033,AAA,2014J,Fail,oucontent,877082,0,60,9
9304,185439,AAA,2013J,Fail,oucontent,546668,0,120,3
29732,852847,AAA,2014J,Fail,glossary,877028,0,60,1
40366,2436812,AAA,2014J,Fail,resource,877230,0,60,7
31762,1472925,AAA,2013J,Fail,forumng,546654,0,60,31
35890,2084066,AAA,2013J,Fail,resource,546990,0,60,2
40936,2469673,AAA,2013J,Fail,resource,547013,0,60,1
22937,388147,AAA,2014J,Fail,url,877399,0,300,12
31374,1414443,AAA,2013J,Fail,oucontent,546695,0,120,7
11832,241729,AAA,2013J,Fail,oucontent,546662,0,60,31
43894,2574990,AAA,2014J,Fail,oucontent,877049,0,60,12
35847,2084066,AAA,2013J,Fail,forumng,546658,0,60,7
28227,593987,AAA,2014J,Fail,oucontent,877064,0,180,15
35435,2062879,AAA,2013J,Fail,forumng,546649,0,60,9
27164,537081,AAA,2014J,Fail,oucontent,877091,0,120,3
46767,2676809,AAA,2013J,Fail,oucontent,546669,0,150,1
11844,241729,AAA,2013J,Fail,oucontent,546680,0,60,6
35509,2062879,AAA,2013J,Fail,subpage,546871,0,60,19
35446,2062879,AAA,2013J,Fail,oucontent,546662,0,60,40
7876,165226,AAA,2014J,Fail,subpage,877132,0,60,1
6453,147756,AAA,2013J,Fail,resource,877263,0,120,1
16598,305152,AAA,2013J,Fail,oucontent,546669,0,60,11
16593,305152,AAA,2013J,Fail,forumng,546657,0,60,19
40238,2429854,AAA,2014J,Fail,oucontent,877045,1,60,58
43899,2574990,AAA,2014J,Fail,oucontent,877066,0,60,1
10661,227517,AAA,2013J,Fail,oucontent,546681,0,180,39
18459,329659,AAA,2014J,Fail,oucontent,877100,0,60,1
6287,146188,AAA,2013J,Fail,oucontent,546669,0,60,29
45405,2624961,AAA,2014J,Fail,subpage,877128,0,60,32
15734,295741,AAA,2013J,Fail,oucontent,779399,0,240,11
45213,2606802,AAA,2014J,Fail,resource,877142,0,60,1
23542,396655,AAA,2014J,Fail,subpage,877132,0,180,1
41164,2470694,AAA,2014J,Fail,oucontent,877081,1,60,10
38572,2342426,AAA,2013J,Fail,homepage,546614,0,60,511
35467,2062879,AAA,2013J,Fail,oucontent,546691,0,60,16
23509,396655,AAA,2014J,Fail,oucontent,877037,0,180,6
15992,298034,AAA,2014J,Fail,oucontent,877032,0,120,24
38730,2358056,AAA,2013J,Fail,oucontent,546686,0,60,40
1839,65002,AAA,2014J,Fail,oucontent,546662,1,60,9
27179,537081,AAA,2014J,Fail,url,877387,0,120,2
18460,329659,AAA,2014J,Fail,resource,877142,0,60,3
20595,346843,AAA,2013J,Fail,oucontent,546732,0,120,20
35444,2062879,AAA,2013J,Fail,forumng,546659,0,60,12
23817,398552,AAA,2013J,Fail,oucontent,546732,0,240,36
25362,431025,AAA,2014J,Fail,oucontent,877069,0,150,3
19273,334441,AAA,2014J,Fail,oucontent,877045,0,60,3
16016,298034,AAA,2014J,Fail,oucontent,877067,0,120,49
16251,302302,AAA,2013J,Fail,forumng,546647,0,60,21
6293,146188,AAA,2013J,Fail,oucontent,546682,0,60,11
5715,139033,AAA,2014J,Fail,forumng,877026,0,60,4
31335,1414443,AAA,2013J,Fail,forumng,546650,0,120,38
31816,1472925,AAA,2013J,Fail,oucontent,877073,0,60,3
21069,357668,AAA,2013J,Fail,oucontent,546671,0,60,2
18436,329659,AAA,2014J,Fail,oucontent,877043,0,60,4
16595,305152,AAA,2013J,Fail,oucontent,546662,0,60,7
31800,1472925,AAA,2013J,Fail,oucontent,546732,0,60,8
6366,147756,AAA,2013J,Fail,glossary,877029,0,120,36
13291,268073,AAA,2013J,Fail,forumng,546656,0,90,51
6410,147756,AAA,2013J,Fail,oucontent,877053,0,120,40
43973,2576122,AAA,2014J,Fail,oucontent,546684,1,60,9
23480,396599,AAA,2014J,Fail,oucontent,877081,0,120,8
45095,2602338,AAA,2014J,Fail,forumng,877012,0,120,4
11997,243510,AAA,2014J,Fail,oucontent,877073,0,60,5
1841,65002,AAA,2014J,Fail,oucontent,546668,1,60,4
45136,2602338,AAA,2014J,Fail,url,877381,0,120,1
28958,677281,AAA,2014J,Fail,oucontent,877081,0,60,3
25029,415969,AAA,2014J,Fail,oucontent,546702,1,60,7
45191,2606802,AAA,2014J,Fail,oucontent,877038,0,60,1
38651,2344901,AAA,2013J,Fail,oucontent,546687,0,60,1
40565,2456480,AAA,2013J,Fail,oucontent,546678,0,120,3
38614,2342426,AAA,2013J,Fail,oucontent,546725,0,60,3
22873,387533,AAA,2014J,Fail,url,877383,0,60,8
40332,2436812,AAA,2014J,Fail,forumng,877012,0,60,3
14666,288994,AAA,2014J,Fail,resource,877211,0,120,1
16030,298034,AAA,2014J,Fail,oucontent,877087,0,120,6
9315,185439,AAA,2013J,Fail,oucontent,546733,0,120,29
13343,268073,AAA,2013J,Fail,oucontent,546728,0,90,11
13297,268073,AAA,2013J,Fail,oucontent,546665,0,90,24
38763,2358056,AAA,2013J,Fail,resource,546954,0,60,1
15726,295741,AAA,2013J,Fail,oucontent,779359,0,240,5
25367,431025,AAA,2014J,Fail,oucontent,877079,0,150,37
10542,205719,AAA,2013J,Fail,subpage,546874,0,90,1
15524,294655,AAA,2014J,Fail,oucontent,877051,0,60,77
21558,368824,AAA,2013J,Fail,subpage,546871,0,120,6
17270,311659,AAA,2014J,Fail,oucontent,877040,0,120,20
38705,2358056,AAA,2013J,Fail,dataplus,547048,0,60,4
41122,2470694,AAA,2014J,Fail,oucontent,546689,1,60,1
17282,311659,AAA,2014J,Fail,subpage,877134,0,120,1
31366,1414443,AAA,2013J,Fail,oucontent,546685,0,120,15
38741,2358056,AAA,2013J,Fail,oucontent,546714,0,60,38
28233,593987,AAA,2014J,Fail,oucontent,877070,0,180,16
22846,387533,AAA,2014J,Fail,oucontent,877076,0,60,21
15713,295741,AAA,2013J,Fail,oucontent,546734,0,240,3
23839,398552,AAA,2013J,Fail,subpage,546879,0,240,20
25036,415969,AAA,2014J,Fail,oucontent,546732,1,60,42
16027,298034,AAA,2014J,Fail,oucontent,877082,0,120,3
28955,677281,AAA,2014J,Fail,oucontent,877076,0,60,1
27176,537081,AAA,2014J,Fail,subpage,877132,0,120,1
6411,147756,AAA,2013J,Fail,oucontent,877055,0,120,2
13313,268073,AAA,2013J,Fail,oucontent,546686,0,90,8
15714,295741,AAA,2013J,Fail,oucontent,546739,0,240,5
25062,415969,AAA,2014J,Fail,resource,877156,1,60,1
28264,593987,AAA,2014J,Fail,subpage,877132,0,180,4
45197,2606802,AAA,2014J,Fail,oucontent,877049,0,60,2
25041,415969,AAA,2014J,Fail,oucontent,546739,1,60,15
13282,268073,AAA,2013J,Fail,forumng,546647,0,90,17
15810,295741,AAA,2013J,Fail,subpage,779671,0,240,87
35709,2073016,AAA,2014J,Fail,subpage,877132,1,60,1
11828,241729,AAA,2013J,Fail,forumng,546657,0,60,10
35646,2073016,AAA,2014J,Fail,forumng,546657,1,60,32
19724,341872,AAA,2013J,Fail,subpage,546876,0,180,9
41091,2470694,AAA,2014J,Fail,forumng,546657,1,60,252
35492,2062879,AAA,2013J,Fail,oucontent,546731,0,60,37
25002,415969,AAA,2014J,Fail,forumng,546645,1,60,24
25049,415969,AAA,2014J,Fail,oucontent,877080,1,60,2
21185,364177,AAA,2013J,Fail,oucontent,546732,0,60,54
38715,2358056,AAA,2013J,Fail,homepage,546614,0,60,329
39889,2411661,AAA,2013J,Fail,subpage,546871,0,120,10
45368,2620584,AAA,2013J,Fail,oucontent,546732,0,60,1
20949,354170,AAA,2014J,Fail,oucontent,877033,0,60,2
28212,593987,AAA,2014J,Fail,oucontent,877041,0,180,20
22903,388147,AAA,2014J,Fail,oucontent,877033,0,300,3
31834,1472925,AAA,2013J,Fail,resource,1010323,0,60,1
37013,2164705,AAA,2013J,Fail,oucontent,546662,0,120,1
35498,2062879,AAA,2013J,Fail,oucontent,546737,0,60,9
37418,2207874,AAA,2014J,Fail,oucontent,877066,0,120,6
46785,2676809,AAA,2013J,Fail,url,546883,0,150,3
15688,295741,AAA,2013J,Fail,forumng,779078,0,240,7
33763,1818673,AAA,2014J,Fail,resource,877151,0,120,2
11825,241729,AAA,2013J,Fail,forumng,546654,0,60,76
13720,277123,AAA,2014J,Fail,oucontent,877076,0,60,7
31392,1414443,AAA,2013J,Fail,oucontent,546731,0,120,45
19215,334259,AAA,2013J,Fail,forumng,546645,0,150,2
31368,1414443,AAA,2013J,Fail,oucontent,546687,0,120,14
43970,2576122,AAA,2014J,Fail,oucontent,546671,1,60,2
29733,852847,AAA,2014J,Fail,homepage,877030,0,60,63
38706,2358056,AAA,2013J,Fail,dataplus,547050,0,60,4
18430,329659,AAA,2014J,Fail,oucontent,877035,0,60,1
25017,415969,AAA,2014J,Fail,oucontent,546671,1,60,3
23496,396599,AAA,2014J,Fail,subpage,877134,0,120,42
13359,268073,AAA,2013J,Fail,resource,547013,0,90,1
15608,295060,AAA,2014J,Fail,url,877383,0,60,2
40913,2469673,AAA,2013J,Fail,oucontent,546671,0,60,3
38770,2358056,AAA,2013J,Fail,resource,546975,0,60,2
41104,2470694,AAA,2014J,Fail,oucontent,546662,1,60,22
16023,298034,AAA,2014J,Fail,oucontent,877078,0,120,2
37415,2207874,AAA,2014J,Fail,oucontent,877045,0,120,4
20962,354170,AAA,2014J,Fail,oucontent,877065,0,60,6
25013,415969,AAA,2014J,Fail,oucontent,546667,1,60,36
25356,431025,AAA,2014J,Fail,oucontent,877054,0,150,8
31401,1414443,AAA,2013J,Fail,resource,546924,0,120,3
