,score,score,score
141648,75.0,96.0,85.16666666666667
141823,0.0,58.0,29.0
141827,40.0,100.0,72.77777777777777
141949,62.0,100.0,83.9090909090909
142092,92.0,100.0,97.0
142310,69.0,94.0,81.58333333333333
142324,55.0,100.0,78.41666666666667
142326,65.0,82.0,73.6
142339,86.0,99.0,92.91666666666667
142819,25.0,97.0,72.71428571428571
142935,48.0,94.0,71.8
142990,14.0,73.0,51.666666666666664
143350,64.0,92.0,80.83333333333333
143711,87.0,93.0,89.25
143741,70.0,100.0,86.0909090909091
143755,76.0,100.0,90.7
144448,92.0,95.0,94.0
144562,73.0,80.0,75.25
144745,33.0,93.0,72.92307692307692
144747,78.0,93.0,85.58333333333333
144801,61.0,79.0,68.8
144895,69.0,94.0,80.14285714285714
144908,84.0,84.0,84.0
144923,44.0,78.0,67.0
144959,54.0,88.0,75.0
145114,22.0,89.0,55.72727272727273
145130,37.0,75.0,54.4
145280,40.0,100.0,62.2
145282,90.0,100.0,95.55555555555556
145388,65.0,70.0,67.5
145490,22.0,68.0,46.6
145544,66.0,100.0,86.0
145578,53.0,65.0,59.333333333333336
145640,79.0,100.0,93.16666666666667
145770,41.0,41.0,41.0
146165,63.0,100.0,82.54545454545455
146188,40.0,62.0,50.0
146485,38.0,88.0,62.57142857142857
146503,52.0,68.0,63.4
146600,72.0,100.0,87.0
146651,44.0,93.0,72.18181818181819
146666,18.0,67.0,43.0
146679,74.0,74.0,74.0
146738,75.0,95.0,85.58333333333333
146943,85.0,88.0,86.0
146974,62.0,87.0,75.0
147168,56.0,95.0,78.83333333333333
147307,63.0,63.0,63.0
147328,29.0,80.0,66.85714285714286
147675,50.0,80.0,65.0
147715,29.0,100.0,69.71428571428571
147756,32.0,82.0,68.66666666666667
147793,52.0,52.0,52.0
147876,58.0,100.0,78.57142857142857
148008,19.0,82.0,60.75
148282,46.0,46.0,46.0
148328,84.0,89.0,85.66666666666667
148414,69.0,98.0,85.28571428571429
148427,40.0,100.0,82.6
148993,68.0,90.0,79.5
149178,60.0,90.0,78.0
149567,76.0,76.0,76.0
149680,72.0,94.0,84.75
149693,50.0,83.0,72.63636363636364
149741,58.0,78.0,66.4
149962,64.0,73.0,68.4
149964,79.0,79.0,79.0
150121,50.0,50.0,50.0
150282,57.0,86.0,77.66666666666667
150398,1.0,91.0,70.0
150578,64.0,73.0,69.5
150763,52.0,99.0,76.41666666666667
151358,45.0,54.0,50.0
151465,50.0,88.0,70.25
151549,60.0,84.0,72.0
151587,56.0,73.0,67.0
151697,74.0,100.0,89.0909090909091
151745,40.0,80.0,65.57142857142857
151800,48.0,100.0,65.0
151917,39.0,100.0,75.6875
152153,10.0,100.0,52.285714285714285
152320,34.0,90.0,75.54545454545455
152428,43.0,77.0,60.55555555555556
152524,81.0,100.0,91.66666666666667
152587,52.0,93.0,82.41666666666667
152626,35.0,78.0,61.333333333333336
152668,71.0,71.0,71.0
152671,60.0,100.0,83.44444444444444
152887,60.0,92.0,76.0
152910,72.0,100.0,82.22222222222223
152917,81.0,99.0,89.25
152929,56.0,100.0,80.44444444444444
152962,60.0,83.0,75.8
152973,1.0,76.0,58.8
153110,48.0,80.0,70.0
153170,47.0,85.0,70.5
153212,60.0,100.0,83.54545454545455
153611,69.0,88.0,76.44444444444444
153704,65.0,100.0,85.15384615384616
153785,69.0,95.0,82.5
153788,58.0,74.0,66.5
154011,60.0,100.0,79.36363636363636
154027,50.0,100.0,73.3
154057,52.0,94.0,74.75
154059,38.0,76.0,58.833333333333336
154073,16.0,70.0,53.285714285714285
154125,79.0,100.0,87.55555555555556
154191,76.0,97.0,88.58333333333333
154540,60.0,100.0,79.18181818181819
154570,49.0,100.0,78.2
154697,24.0,24.0,24.0
155067,31.0,66.0,48.5
155158,60.0,83.0,70.25
155256,70.0,100.0,92.22222222222223
155298,54.0,97.0,77.42857142857143
155484,1.0,98.0,76.6
155511,75.0,93.0,83.91666666666667
155550,61.0,75.0,67.0
155631,74.0,100.0,88.0909090909091
155854,78.0,82.0,79.8
155938,75.0,92.0,83.16666666666667
155956,22.0,69.0,53.6
155963,80.0,100.0,91.22222222222223
155984,67.0,85.0,78.14285714285714
156127,50.0,100.0,70.0
156171,67.0,95.0,76.91666666666667
156311,79.0,100.0,91.27272727272727
156358,60.0,100.0,71.25
156594,71.0,85.0,80.25
156783,59.0,87.0,72.42857142857143
156835,80.0,100.0,86.9
157060,40.0,100.0,68.5
157225,76.0,76.0,76.0
157276,72.0,100.0,90.3
157298,17.0,93.0,57.714285714285715
157308,48.0,78.0,66.0909090909091
157310,25.0,97.0,65.0
157568,59.0,81.0,70.6
157752,1.0,74.0,49.6
157795,74.0,100.0,92.0
158575,65.0,70.0,66.66666666666667
158611,36.0,69.0,52.42857142857143
158707,70.0,77.0,74.0
158708,84.0,98.0,88.75
158831,70.0,92.0,77.75
159287,79.0,87.0,83.0
159293,79.0,100.0,86.81818181818181
159484,0.0,100.0,70.0
159571,50.0,100.0,76.66666666666667
159596,36.0,89.0,69.57142857142857
159906,55.0,97.0,76.36363636363636
159925,29.0,83.0,62.0
159947,53.0,93.0,75.66666666666667
159954,65.0,75.0,68.2
160005,69.0,100.0,91.14285714285714
160026,56.0,100.0,71.6
160181,40.0,75.0,66.6
160193,52.0,83.0,70.33333333333333
160300,50.0,73.0,64.33333333333333
160310,25.0,73.0,51.63636363636363
160401,47.0,47.0,47.0
160472,41.0,88.0,71.8
160479,40.0,100.0,75.66666666666667
160536,54.0,99.0,80.77777777777777
160934,52.0,80.0,66.0
160945,75.0,100.0,90.44444444444444
160946,68.0,95.0,85.41666666666667
161491,60.0,100.0,81.36363636363636
161658,29.0,74.0,57.0
161678,40.0,40.0,40.0
161781,44.0,90.0,68.75
162210,90.0,94.0,92.0
162337,55.0,65.0,60.0
162650,9.0,64.0,36.0
162809,68.0,93.0,82.41666666666667
162984,40.0,40.0,40.0
163067,42.0,92.0,71.57142857142857
163120,67.0,90.0,81.16666666666667
163332,38.0,72.0,53.75
163962,0.0,0.0,0.0
163996,29.0,65.0,47.0
164148,78.0,100.0,90.41666666666667
164211,60.0,100.0,87.77777777777777
164259,58.0,82.0,71.8
164922,85.0,100.0,96.66666666666667
164935,47.0,94.0,74.57142857142857
164944,59.0,65.0,62.4
164968,36.0,99.0,76.23076923076923
165099,1.0,62.0,44.6
165178,39.0,70.0,54.142857142857146
165226,77.0,77.0,77.0
165243,60.0,100.0,82.1
165376,51.0,92.0,67.33333333333333
165421,32.0,89.0,58.785714285714285
165509,63.0,81.0,72.33333333333333
165617,45.0,87.0,64.8
165647,10.0,80.0,43.916666666666664
165733,14.0,100.0,53.40909090909091
165806,0.0,84.0,56.333333333333336
165823,65.0,65.0,65.0
165904,80.0,100.0,93.18181818181819
166123,60.0,87.0,75.58333333333333
166160,100.0,100.0,100.0
166183,0.0,100.0,72.14285714285714
166327,62.0,93.0,80.91666666666667
166342,77.0,98.0,87.35714285714286
166421,80.0,97.0,85.27272727272727
166713,71.0,95.0,84.78571428571429
166988,19.0,90.0,73.78571428571429
167106,36.0,79.0,56.25
167557,83.0,94.0,88.25
167717,27.0,72.0,46.285714285714285
167759,44.0,93.0,64.875
167791,50.0,94.0,76.1
167906,58.0,82.0,69.4
167945,35.0,60.0,46.0
167961,50.0,90.0,76.0
168178,15.0,73.0,45.888888888888886
168229,84.0,98.0,93.75
168243,30.0,30.0,
168843,13.0,85.0,51.0
168936,54.0,79.0,66.4
169008,35.0,100.0,61.2
169079,92.0,98.0,94.42857142857143
169213,40.0,100.0,67.54545454545455
169297,60.0,89.0,75.0
169380,61.0,93.0,77.5
169400,85.0,100.0,89.8
169490,63.0,84.0,75.0
169515,48.0,70.0,59.0
169596,70.0,74.0,72.0
169858,64.0,97.0,78.66666666666667
169894,56.0,100.0,85.36363636363636
169908,67.0,74.0,71.0
170025,20.0,89.0,61.5625
170030,58.0,100.0,86.42857142857143
170165,62.0,89.0,74.08333333333333
170356,65.0,65.0,65.0
170864,90.0,100.0,97.2
170874,7.0,75.0,59.083333333333336
170936,53.0,83.0,65.66666666666667
170943,71.0,96.0,81.33333333333333
171304,40.0,74.0,54.333333333333336
171334,97.0,97.0,97.0
171549,66.0,97.0,80.83333333333333
171692,16.0,82.0,52.666666666666664
171751,55.0,100.0,81.45454545454545
171843,58.0,81.0,74.0
171896,20.0,86.0,63.888888888888886
172112,60.0,75.0,69.6
172137,73.0,100.0,82.9
172493,70.0,89.0,81.41666666666667
172797,54.0,67.0,61.4
172965,56.0,100.0,89.9375
173004,31.0,78.0,60.85
173163,1.0,54.0,
173316,40.0,100.0,58.57142857142857
173335,35.0,100.0,77.33333333333333
173341,58.0,58.0,58.0
173370,54.0,75.0,63.42857142857143
173412,76.0,92.0,85.42857142857143
173710,83.0,95.0,90.25
173834,84.0,99.0,92.25
174010,67.0,97.0,85.0
174024,53.0,68.0,60.4
174094,72.0,78.0,75.4
174222,59.0,100.0,75.55555555555556
174436,,,
174440,47.0,80.0,58.5
174487,45.0,100.0,73.63636363636364
174745,56.0,68.0,65.0
174782,77.0,83.0,80.4
174805,78.0,78.0,78.0
175392,74.0,93.0,82.4
175447,65.0,74.0,69.6
175453,54.0,91.0,71.0
175490,80.0,100.0,92.77777777777777
175638,19.0,77.0,47.0
175772,85.0,85.0,85.0
175804,70.0,80.0,75.0
175932,73.0,82.0,78.2
175940,71.0,88.0,79.66666666666667
175991,28.0,51.0,37.6
176086,68.0,68.0,68.0
176092,27.0,92.0,70.84615384615384
177333,36.0,94.0,62.333333333333336
177354,76.0,96.0,87.85714285714286
177472,97.0,97.0,97.0
177492,75.0,98.0,87.91666666666667
177554,70.0,100.0,81.33333333333333
177568,45.0,100.0,85.75
177781,75.0,95.0,83.33333333333333
177817,38.0,98.0,77.88888888888889
177967,56.0,96.0,71.8
177981,56.0,96.0,83.0
178020,29.0,83.0,61.0
178072,26.0,84.0,57.90909090909091
178118,42.0,88.0,66.0
178179,39.0,100.0,81.83333333333333
178258,68.0,95.0,80.6
178496,60.0,92.0,85.88888888888889
178738,60.0,80.0,68.0
178963,42.0,100.0,74.0
179073,62.0,100.0,75.66666666666667
179081,26.0,89.0,65.16666666666667
179254,40.0,100.0,66.75
179297,100.0,100.0,100.0
179605,60.0,100.0,75.33333333333333
179718,63.0,77.0,69.66666666666667
179892,51.0,100.0,86.78571428571429
179904,44.0,76.0,61.666666666666664
180651,75.0,98.0,85.42857142857143
180667,47.0,100.0,83.66666666666667
180753,44.0,61.0,53.4
180958,53.0,81.0,65.35714285714286
180974,62.0,89.0,77.23529411764706
180976,56.0,92.0,76.33333333333333
181251,60.0,60.0,60.0
181316,76.0,76.0,76.0
181508,62.0,95.0,81.66666666666667
181719,76.0,99.0,89.0
181861,54.0,90.0,77.0
181992,25.0,96.0,65.5
182400,30.0,52.0,39.25
182468,49.0,74.0,62.25
182661,80.0,80.0,80.0
182824,70.0,100.0,83.0909090909091
182854,44.0,82.0,64.125
183057,60.0,72.0,65.6
183096,51.0,57.0,54.0
183287,77.0,100.0,88.5
183331,14.0,81.0,42.8
183429,49.0,88.0,72.08333333333333
183714,28.0,100.0,79.14285714285714
183806,85.0,100.0,95.0
183947,33.0,67.0,49.0
184137,68.0,100.0,83.875
184271,53.0,65.0,59.8
184409,89.0,100.0,93.28571428571429
184473,26.0,99.0,71.0
184627,32.0,32.0,32.0
184720,46.0,89.0,71.25
184968,64.0,86.0,76.0
184972,68.0,100.0,79.4
185021,40.0,100.0,69.25
185024,80.0,100.0,90.0
185057,22.0,87.0,66.4
185127,25.0,91.0,66.15384615384616
185349,74.0,100.0,84.0909090909091
185350,52.0,75.0,59.6
185439,74.0,74.0,74.0
185496,62.0,92.0,
185994,77.0,97.0,89.0
186149,55.0,85.0,76.0
186380,76.0,98.0,89.91666666666667
186476,71.0,93.0,81.75
186565,60.0,76.0,68.66666666666667
186670,40.0,100.0,72.625
186780,,,
186988,30.0,100.0,71.125
187100,88.0,90.0,89.2
187199,62.0,93.0,77.08333333333333
187257,60.0,100.0,80.9
187435,85.0,100.0,95.33333333333333
187601,71.0,100.0,83.7
187623,29.0,89.0,63.642857142857146
187663,25.0,71.0,53.666666666666664
187793,50.0,80.0,67.8
188026,75.0,100.0,89.0
188152,60.0,100.0,87.54545454545455
188251,54.0,89.0,70.83333333333333
188260,68.0,93.0,79.0
188273,52.0,100.0,77.9090909090909
188278,63.0,79.0,71.66666666666667
188524,13.0,56.0,41.0
188662,74.0,100.0,87.16666666666667
188766,40.0,100.0,55.6
188875,58.0,58.0,58.0
189035,60.0,100.0,81.4
189095,53.0,100.0,79.5
189117,74.0,99.0,86.25
189143,60.0,96.0,82.14285714285714
189178,36.0,92.0,73.85714285714286
189428,72.0,94.0,84.6
189442,59.0,76.0,67.25
189624,20.0,86.0,58.0
189629,60.0,77.0,69.66666666666667
189664,40.0,100.0,80.55555555555556
189720,23.0,68.0,50.25
189879,70.0,85.0,79.4
190279,62.0,93.0,79.85714285714286
190352,40.0,100.0,68.8
190418,78.0,100.0,89.5
190565,67.0,100.0,
190653,88.0,88.0,88.0
190780,56.0,97.0,84.6
190910,64.0,82.0,73.0
190930,65.0,99.0,81.81818181818181
191000,72.0,89.0,82.66666666666667
191195,0.0,81.0,57.45454545454545
191269,50.0,100.0,72.45454545454545
191445,40.0,84.0,60.5
191459,1.0,74.0,55.8
191504,76.0,76.0,76.0
191590,40.0,99.0,79.63636363636364
191732,20.0,75.0,46.8
191746,50.0,80.0,63.8
191797,50.0,100.0,79.55555555555556
191896,33.0,81.0,
191972,57.0,94.0,69.71428571428571
191973,1.0,68.0,48.0
192183,58.0,75.0,68.4
192186,31.0,85.0,59.285714285714285
192196,28.0,89.0,61.23076923076923
192375,36.0,95.0,67.0
192424,65.0,100.0,86.0909090909091
192680,73.0,98.0,86.41666666666667
192944,1.0,90.0,61.0
193163,0.0,95.0,
193193,58.0,94.0,74.0
193215,65.0,80.0,74.66666666666667
193310,55.0,100.0,72.4
193822,70.0,100.0,86.7
193834,48.0,83.0,65.66666666666667
194163,66.0,100.0,90.25
195096,60.0,100.0,74.5
195221,50.0,50.0,50.0
195234,55.0,57.0,56.0
195246,40.0,78.0,56.09090909090909
195252,72.0,77.0,74.5
195262,50.0,50.0,50.0
195345,35.0,100.0,64.0
195515,62.0,98.0,73.5
195552,66.0,100.0,91.16666666666667
195897,86.0,97.0,93.0
195938,79.0,100.0,88.27272727272727
195940,41.0,100.0,55.0
196132,69.0,91.0,80.5
196189,68.0,92.0,79.875
196266,40.0,53.0,46.5
197240,69.0,100.0,88.0
197412,55.0,100.0,81.77777777777777
197486,64.0,89.0,75.0
197527,56.0,100.0,78.0
197536,51.0,93.0,72.75
197538,42.0,86.0,59.75
197595,60.0,100.0,77.27272727272727
197730,79.0,86.0,83.33333333333333
197759,79.0,100.0,88.63636363636364
198167,75.0,100.0,90.0
198257,92.0,92.0,92.0
198339,80.0,80.0,80.0
198470,36.0,81.0,58.8
198691,14.0,14.0,14.0
198902,23.0,66.0,38.75
198956,75.0,100.0,91.1
199009,70.0,100.0,85.08333333333333
199029,74.0,100.0,94.63636363636364
199244,68.0,90.0,78.08333333333333
199261,33.0,94.0,60.666666666666664
199361,38.0,100.0,86.80952380952381
199446,82.0,97.0,92.4
199520,60.0,100.0,83.27272727272727
199636,66.0,88.0,75.8
199663,39.0,80.0,53.09090909090909
199760,28.0,68.0,49.0
199782,15.0,15.0,15.0
199897,25.0,83.0,69.4
200095,79.0,97.0,89.0
200278,40.0,40.0,40.0
200372,56.0,98.0,80.0
200588,3.0,34.0,17.333333333333332
200773,0.0,87.0,59.166666666666664
200804,45.0,78.0,66.0
200860,33.0,69.0,54.4
200905,29.0,100.0,58.72727272727273
200957,37.0,37.0,37.0
201151,63.0,89.0,80.71428571428571
201327,13.0,51.0,28.5
201425,54.0,96.0,78.88888888888889
201431,67.0,100.0,88.4
202138,68.0,85.0,75.75
202394,69.0,100.0,86.54545454545455
202487,68.0,100.0,90.58333333333333
202489,45.0,80.0,65.0
202506,33.0,80.0,60.0
202606,97.0,99.0,98.25
202635,62.0,70.0,66.66666666666667
202677,49.0,78.0,70.25
202713,59.0,79.0,69.0
202879,64.0,64.0,64.0
203050,57.0,87.0,69.66666666666667
203066,34.0,89.0,67.57142857142857
203108,61.0,100.0,83.6
203149,49.0,65.0,59.25
203481,60.0,100.0,78.45454545454545
203568,55.0,83.0,69.57142857142857
203640,60.0,100.0,80.36363636363636
203707,42.0,88.0,69.25
203963,40.0,100.0,78.22222222222223
204117,79.0,88.0,83.5
204182,39.0,72.0,53.142857142857146
204410,70.0,100.0,86.57142857142857
204505,36.0,80.0,64.14285714285714
204609,69.0,95.0,83.71428571428571
204725,15.0,86.0,57.666666666666664
204738,75.0,100.0,92.77777777777777
204745,65.0,100.0,82.5
204746,64.0,100.0,80.63636363636364
204996,60.0,100.0,91.64285714285714
205350,59.0,87.0,72.2
205398,60.0,88.0,74.0
205425,60.0,100.0,90.84615384615384
205442,82.0,96.0,87.0
205494,58.0,82.0,66.4
205719,40.0,67.0,56.666666666666664
205788,67.0,100.0,82.18181818181819
206003,77.0,100.0,89.18181818181819
206245,70.0,98.0,89.33333333333333
206342,24.0,94.0,59.0
206599,38.0,98.0,70.1
226374,62.0,100.0,81.6
226747,78.0,100.0,87.63636363636364
226827,80.0,100.0,88.9090909090909
226839,71.0,100.0,79.4
226879,80.0,100.0,93.88888888888889
226890,60.0,100.0,80.22222222222223
226895,41.0,94.0,73.8
226955,72.0,98.0,81.625
227020,51.0,91.0,65.42857142857143
227192,52.0,88.0,71.38461538461539
227297,58.0,83.0,73.08333333333333
227401,39.0,90.0,70.5
227416,50.0,100.0,69.44444444444444
227491,30.0,92.0,70.85714285714286
227499,83.0,84.0,83.6
227517,54.0,67.0,62.6
227752,18.0,88.0,59.0
227826,57.0,94.0,74.33333333333333
228021,77.0,88.0,83.0
228082,58.0,82.0,72.4
228138,66.0,86.0,78.27272727272727
228153,30.0,30.0,30.0
228222,45.0,71.0,61.8
228242,23.0,93.0,76.375
228258,40.0,78.0,59.583333333333336
228272,4.0,88.0,62.0
228373,55.0,72.0,63.5
228383,63.0,76.0,70.6
228481,60.0,86.0,75.11111111111111
228633,69.0,100.0,86.83333333333333
228695,56.0,82.0,70.0
228703,68.0,93.0,81.25
228729,77.0,96.0,85.41666666666667
228775,36.0,79.0,63.25
228784,60.0,100.0,81.0
228824,40.0,100.0,73.7
228888,35.0,99.0,81.6
228909,1.0,65.0,42.0
229057,10.0,47.0,30.0
229179,55.0,73.0,66.0
229240,40.0,100.0,71.72727272727273
229326,66.0,100.0,83.0
229361,75.0,82.0,78.0
229417,50.0,66.0,58.0
229426,60.0,100.0,85.3
229498,60.0,98.0,80.0
230052,37.0,55.0,43.75
230081,68.0,100.0,80.54545454545455
230279,54.0,100.0,84.0
230383,1.0,95.0,57.4
230510,37.0,65.0,51.0
230684,64.0,86.0,72.66666666666667
230761,30.0,89.0,65.0
230947,76.0,76.0,76.0
231017,67.0,81.0,75.25
231019,46.0,47.0,46.5
231024,22.0,94.0,65.66666666666667
231320,94.0,94.0,94.0
231339,81.0,100.0,91.81818181818181
231554,62.0,80.0,67.75
231572,31.0,67.0,53.714285714285715
231606,50.0,80.0,69.08333333333333
231959,50.0,100.0,73.0909090909091
231973,60.0,60.0,60.0
232072,31.0,56.0,48.5
232078,26.0,56.0,38.25
232173,57.0,85.0,68.83333333333333
232286,59.0,81.0,70.08333333333333
232307,60.0,78.0,66.2
232347,65.0,89.0,77.91666666666667
232480,70.0,90.0,80.0
232539,60.0,100.0,86.45454545454545
232660,70.0,98.0,85.75
232675,60.0,80.0,68.0
232695,68.0,100.0,84.0
232764,41.0,90.0,67.4
232827,87.0,99.0,92.5
232833,40.0,56.0,48.0
232856,72.0,98.0,89.83333333333333
233087,85.0,100.0,91.66666666666667
233095,60.0,100.0,76.8
233102,65.0,100.0,87.1
233153,40.0,100.0,81.11111111111111
233311,91.0,95.0,93.5
233317,53.0,100.0,69.54545454545455
233335,66.0,86.0,76.0
233389,44.0,90.0,76.5
233444,48.0,78.0,54.8
233685,70.0,87.0,79.0
233752,67.0,100.0,84.81818181818181
233771,61.0,97.0,83.22222222222223
233868,11.0,70.0,46.833333333333336
233873,60.0,89.0,73.57142857142857
233957,60.0,100.0,85.22222222222223
234068,70.0,70.0,70.0
234196,64.0,64.0,64.0
234311,30.0,83.0,64.42857142857143
234406,33.0,84.0,66.14285714285714
234552,65.0,88.0,77.71428571428571
234559,52.0,71.0,64.5
234609,52.0,100.0,87.91666666666667
234661,60.0,98.0,86.42857142857143
234727,88.0,98.0,92.25
234740,29.0,100.0,80.94117647058823
234796,53.0,90.0,71.33333333333333
234859,44.0,94.0,70.78571428571429
234929,60.0,100.0,83.7
234978,70.0,92.0,84.5
235068,57.0,63.0,59.6
235097,60.0,80.0,70.6
235131,52.0,96.0,73.75
235371,1.0,73.0,56.4
235380,62.0,100.0,75.33333333333333
235428,19.0,100.0,
235492,82.0,100.0,92.0
235507,30.0,69.0,57.833333333333336
235584,57.0,60.0,58.5
235670,72.0,100.0,83.66666666666667
235706,90.0,92.0,91.0
235747,61.0,74.0,67.5
235768,56.0,94.0,76.18181818181819
235777,42.0,55.0,48.5
235893,88.0,100.0,93.42857142857143
235971,76.0,97.0,86.75
235978,76.0,98.0,86.91666666666667
236015,92.0,92.0,92.0
236090,51.0,84.0,68.0
236161,15.0,100.0,81.36363636363636
236205,70.0,90.0,78.6
236284,60.0,85.0,78.0
236498,24.0,83.0,63.785714285714285
236620,56.0,94.0,76.91304347826087
236844,60.0,86.0,74.0
236848,45.0,84.0,64.5
236857,49.0,80.0,68.71428571428571
236875,42.0,50.0,46.4
236953,55.0,93.0,80.14285714285714
237182,63.0,89.0,74.72727272727273
237274,68.0,80.0,72.4
237304,45.0,100.0,82.5
237370,26.0,71.0,51.0
237387,80.0,94.0,86.6
237401,50.0,95.0,75.83333333333333
237602,69.0,97.0,85.14285714285714
237808,49.0,63.0,56.0
237891,55.0,96.0,79.75
237913,60.0,100.0,80.18181818181819
237921,60.0,100.0,87.22222222222223
237934,51.0,82.0,64.33333333333333
237953,40.0,81.0,63.833333333333336
238007,68.0,86.0,79.2
238144,66.0,100.0,77.75
238150,75.0,99.0,90.16666666666667
238255,33.0,58.0,45.5
238519,65.0,100.0,86.6
238800,4.0,66.0,31.666666666666668
238901,53.0,82.0,70.27272727272727
238983,68.0,90.0,79.71428571428571
239095,40.0,100.0,81.0
239345,64.0,92.0,80.16666666666667
239459,55.0,94.0,75.5
239540,26.0,98.0,73.5
239707,30.0,60.0,49.0
239748,52.0,87.0,72.57142857142857
239751,55.0,100.0,80.0
239908,74.0,84.0,80.0
240024,58.0,95.0,77.9090909090909
240186,69.0,95.0,88.28571428571429
240236,16.0,80.0,45.285714285714285
240389,17.0,82.0,50.4
240486,29.0,93.0,64.07142857142857
240641,56.0,77.0,66.71428571428571
240712,66.0,82.0,75.8
240755,26.0,97.0,78.85714285714286
240884,54.0,74.0,58.4
240936,60.0,79.0,69.5
240993,74.0,100.0,87.7
241039,62.0,96.0,80.33333333333333
241066,50.0,70.0,58.714285714285715
241166,54.0,79.0,68.33333333333333
241338,60.0,87.0,73.6
241649,66.0,85.0,78.8
241728,96.0,100.0,98.0
241729,51.0,64.0,58.6
241769,60.0,85.0,73.33333333333333
241771,20.0,80.0,
241922,22.0,66.0,50.785714285714285
241955,30.0,30.0,30.0
242149,54.0,80.0,67.25
242254,32.0,76.0,51.583333333333336
242390,65.0,100.0,80.0
242472,60.0,81.0,72.0
242491,85.0,100.0,93.0
242633,28.0,85.0,58.833333333333336
242636,0.0,0.0,0.0
242778,0.0,86.0,58.214285714285715
242793,66.0,85.0,77.4
242858,50.0,94.0,77.6923076923077
242893,44.0,100.0,
242998,72.0,98.0,88.08333333333333
243025,44.0,78.0,61.57142857142857
243358,44.0,78.0,64.66666666666667
243372,51.0,71.0,63.0
243396,28.0,80.0,54.0
243510,35.0,62.0,43.6
243600,74.0,94.0,81.5
243657,76.0,95.0,86.33333333333333
243851,74.0,100.0,89.54545454545455
243909,64.0,64.0,64.0
243926,61.0,61.0,61.0
243992,64.0,100.0,80.6
244064,68.0,100.0,84.9090909090909
244114,56.0,91.0,71.83333333333333
244166,1.0,94.0,54.75
244205,58.0,96.0,81.72727272727273
244246,52.0,78.0,67.2
244738,69.0,98.0,86.0625
244816,10.0,76.0,50.6
244875,53.0,95.0,79.25
244902,0.0,0.0,0.0
244918,66.0,96.0,81.75
244919,54.0,93.0,80.875
244961,54.0,96.0,79.75
244977,71.0,97.0,87.53846153846153
245217,15.0,71.0,49.666666666666664
245283,61.0,93.0,80.5
245316,87.0,88.0,87.5
245404,65.0,100.0,83.66666666666667
245494,30.0,90.0,64.875
245600,85.0,100.0,94.33333333333333
245605,87.0,95.0,91.5
245653,88.0,88.0,88.0
245784,43.0,100.0,69.33333333333333
245802,40.0,100.0,80.55555555555556
245946,84.0,84.0,84.0
245987,40.0,100.0,76.8
246060,99.0,100.0,99.75
246112,44.0,44.0,44.0
246652,58.0,90.0,74.84615384615384
246829,24.0,100.0,48.0
246834,52.0,60.0,55.6
247267,13.0,100.0,81.11111111111111
247292,59.0,100.0,78.22222222222223
247304,86.0,89.0,87.5
247457,70.0,100.0,86.0
247513,80.0,100.0,94.0
247666,77.0,96.0,89.27272727272727
247819,46.0,96.0,73.61538461538461
247856,58.0,100.0,87.08333333333333
247902,20.0,100.0,68.63636363636364
247967,60.0,100.0,76.0
248103,75.0,100.0,82.18181818181819
248252,23.0,23.0,23.0
248270,74.0,82.0,78.4
248511,24.0,87.0,50.15384615384615
248581,78.0,90.0,85.0
248653,75.0,100.0,93.0
248695,11.0,78.0,47.142857142857146
248716,50.0,100.0,73.3
248800,70.0,70.0,70.0
248818,44.0,97.0,83.0
248882,72.0,91.0,83.58333333333333
248961,60.0,80.0,71.57142857142857
248994,73.0,100.0,93.5
249154,1.0,1.0,1.0
249357,58.0,96.0,82.91666666666667
249359,17.0,95.0,65.66666666666667
249362,78.0,100.0,87.41666666666667
249423,27.0,89.0,66.33333333333333
249534,59.0,100.0,71.63636363636364
249570,92.0,92.0,92.0
249704,19.0,54.0,40.333333333333336
